tweet_date,tweet,sentiment,
7/10/2021 11:29,اسان جا خيال مختلف اسان مان ڪي پيپلا، ليگلا  قوم پرست آھن پر اسان مان ڪو بہ اھڙو ناھي جيڪو سنڌ جي خلاف ا… ,,
7/10/2021 11:23,سائین ریاض اڄڻ ٽوئیٽر تي انھن چند ماڻھن مان آھي جیڪي ھر عمر طبقي  روش واري ٽوئیپ سان خوش اخلاقي سان ھلندا آیا آھن۔ سائین جو… ,,
7/10/2021 11:14,ھاھاھاھاھاھاھا ,,
7/10/2021 11:13,ھاھاھاھاھاھاھا ,,
7/10/2021 11:13,ويچارو گذاري ويو ھوندو ,,
7/10/2021 10:51,اڇو پاڻِي لُڙُ ٿِيو، ڪالُورِيو ڪَنگَنِ؛ ,,
7/10/2021 9:03,پيارا  رابيل انتهائي غلط عمل ٿيو آهي آئون پارٽي جي هڪ ذميوار طور کان معذرت ڪريان ٿو. اسان کي هڪٻئي لاءِ عزتون… ,,
7/9/2021 21:35,ائين ئي پڇيو ,,
7/9/2021 21:32,ايزي لوڊ ڏي ,,
7/9/2021 20:27,جڏھن پف ڪيفي  جلال چانديو شروع ٿيو، ماڻھو کلڻ لڳا  ,,
7/9/2021 20:18,پوءِ ڏسين نٿو سماج  رڳي نفرت آھي ,,
7/9/2021 20:15,جنھن بہ سماج  محبتون محدود ڪجن، اتي سانحا جنم وٺندا آھن. ,,
7/9/2021 20:11,سنڌي صوفي راڳي سوڍل فقير لغاري جو ھي حال ڏسي ڏاڍو ڏک ٿيو. ,,
7/9/2021 16:56,پاپولرزم جي خلاف لکو تہ وڏي وٺ ٿيندو ممڪن آھي جيڪو مون لکيو اھو ڪوڙ آھي، ان مان ڪنھن ڌر جي حم… ,,
7/9/2021 16:22,سر مون ان پاسي تي ڪافي وارا چيو اھي تہ جواب  چيو ويندو آ اوھان پيپلا اوھان پر اسان ايڏا ان… ,,
7/9/2021 16:04,لفظ بھرحال ادا ڪبا آھن سائين ,,
7/9/2021 16:02,اعتماد ٺيڪ پر لفظ تہ ضرور ڳالھائڻو ئي پوندو نہ ,,
7/9/2021 16:01,بس بس ايترو نہ کلو ,,
7/9/2021 16:01,پوءِ گونگو ناھيان ھاڻي ,,
7/9/2021 16:00,جنھن کي اھا ٻروچاڻي ملي ويچاري جا سياري  بہ پگھر ھوندو، سيء ڪٿان ٿيندس ,,
7/9/2021 15:59,منھنجي مائٽ کي ڊاڪٽر چيو ھو تہ ننڍڙو گونگو ھوندو  ,,
7/9/2021 15:59,توکي کپي گونگو؟ ,,
7/9/2021 15:57,ٺپ گونگو ھجي اي اي اي اي بہ ڪري سگھي ,,
7/9/2021 15:51,ھا بغير ڳالھائڻ جي ,,
7/9/2021 15:41,ھاھا  گونگو ھٿ ڪيو ڪو ,,
7/9/2021 15:38,ماڪوڙي کي افلا جا ايس ايس ڏيکاري ماٺ بہ ڪرائيندو پر سنڌو نواز کي ڪھڙو جوا… ,,
7/9/2021 15:29,ٻئي ڳوٺائي آھيو نہ؟  ,,
7/9/2021 14:30,تم ڪڇو ,,
7/9/2021 14:24,اڄ هيٺين تصوير جي نقل ڪاپي ٺاهڻ جي ڪوشش ڪئي اٿم سنگت 10 مان ڪيترو اسڪور ڏيندي... ,,
7/9/2021 12:30,ڏند نہ ڀڄي پون ,,
7/9/2021 12:21,ماڻھن جا ڪم وڏيرن معرفت ٿيندا آھن ٻيو جنھن رفتار  شعور اچي پيو تہ سال لگندا ,,
7/9/2021 12:03,رنڀاٽ ٿس ھر ٽائيم  ,,
7/9/2021 11:51,بلڪل ھو لوسي آھي اصل کان، عالماڻي کي خيال ڪرڻ گھرجي. ,,
7/9/2021 11:38,مان بہ حڪومت جي ڳالھ ڪئي ,,
7/9/2021 11:35,اھيو سھي آ. ,,
7/9/2021 11:19,اسان کي خبر آھي پاڪستان  حڪومتون ڪيئن اينديون آھن اسان کي اھا بہ خبر آھي تہ سنڌي سماج  ووٽ وڏيرن وٽ آھي ان صورتحا… ,,
7/9/2021 11:00,مري پئي وڃي ڇا  ,,
7/8/2021 19:19,اھيو ڪنھن جو ميسج آ ,,
7/8/2021 19:15,اسپيس اچڻ کان پوءِ خبر پئي تہ اسان سڀ ھر موضوع تي مھارت رکون ٿا  ,,
7/8/2021 19:04,منھنجي تون تيسيتائين مون تان زلفن جي ڇانوَ نہ ھٽاءَ جيسيتائين منھنجي عمر ڀر جا گناھ ڌوپي نہ وڃن. ,,
7/8/2021 18:35,سرتاج پاڻ سڄي گند جو مالڪ آھي ان کي اپيل ڇا جي   ,,
7/8/2021 18:07,ايڏي دير ڪري اچڻ  ,,
7/8/2021 13:12,مونکي ان ٽائيپ جا ناھن سنيڪرس ھجن. ,,
7/8/2021 13:05,مزو گھٽ آ ,,
7/8/2021 12:24,اوڪي فلحال جاڙي کي سپورٽ ڪيو سائين ڪو ٻيو دليل کڻي مان وڌيڪ اسڪرين شاٽ شيئر ڪري اوھان کي شرماندھ ڪرڻ نٿو چاھيان.  ,,
7/8/2021 12:15,ٽوئيٽ آف ڊي اوھان لکيو ھو اتي ئي بيھو  پرائي مسئلي  ٻي کي گھلڻ بہ ڪا سٺي روايت ناھي. ,,
7/8/2021 12:04,پر جاڙي جي مسئلي  اھا ميم جي ڳالھ الائي ڇو ياد ائي اوھان اھا ٽوئيٽ ان وقت ڊليٽ ٿي  سحر کي مع… ,,
7/8/2021 10:56,ھي سڀ نفسياتي ھئا ھاڻي چريا ٿي ويا آھن ,,
7/8/2021 10:51,ھاھا توتڪ کي ڇڏي ڏيو، ذھني توازن وڃائي ويٺو آھي ,,
7/8/2021 10:27,اسان بلاڪ آھيون اتي ,,
7/8/2021 10:12,ڪالهہ کل ڀوڳ جي ھڪ ٽرينڊ تي سانئڻ سونھن واھ جي چڪ پڪڙي. ,,
7/7/2021 20:48,ادي ادي چئي لائين ھڻڻ ,,
7/7/2021 20:09,ويجهن ماڻهن کي اگنور ڪري ٽوئيٽر هلائڻ  ,,
7/7/2021 20:02,هوٽل تي ماني کائڻ کان اڳ مانيءَ جا ڦوٽو ڪڍڻ ,,
7/7/2021 19:55,ٽوٿ پيسٽ مان نپوڙي نپوري پيسٽ ڪڍڻ ,,
7/7/2021 19:39,ماڻهو جي پٽ کي شينهن جو پٽ چوڻ ,,
7/7/2021 19:39,ڇوڪِرن کي ڏسي سبحان الله چوڻ ,,
7/7/2021 19:39,مھمان وڃڻ کان پوءِ بچيل پيپسي جي بوتل کي ٻرو ڏيڻ ,,
7/7/2021 19:37,ھاھاھاھاھاھاھا  ,,
7/7/2021 19:37,ٽئيٽر جي بايو  سوشل ورڪر لکڻ ,,
7/7/2021 19:35,ڳوٺ ڏي سڀ خير ھيو، سڀني سلام پي ڏنا ,,
7/7/2021 19:35,ھر سماجي ڪارڪن کي ڪامريڊ سڏڻ ,,
7/7/2021 19:33,پنھنجي خلاف ھر معاملي کي  سازش سمجھڻ ,,
7/7/2021 19:32,تون بہ ڄائو ھوئين، ماڻھين مٿي تي پٽيون ٻڌيون ھيون تہ سڪليڌو پيدا ٿيو آھي چوڻ ,,
7/7/2021 19:32,ادا اھيو گانو تہ بلوٽوٿ ڪجان چوڻ ,,
7/7/2021 19:31,سفر وڏو آ، ننڍڙو الٽي ڪندو، ڪا ٿيلھي کڻو چوڻ ,,
7/7/2021 19:28,صحافت بہ اڄ ڪلھ وڏو ڪاروبار آھي، ماس ڪميونيڪشن  داخلا وٺجان چوڻ ,,
7/7/2021 19:26,ھل وڃي پڻھين کي سلام ڏي چوڻ ,,
7/7/2021 19:24,پراسٽامول کي شينھن ڇاپ چوڻ ,,
7/7/2021 19:22,چارو جي ٽرينڊ  حصو وٺي اسان پنھنجو فرض پورو ڪيو ھاڻي اسان کي موڪل ڏيو وري به گذارش اسان کي جج ڪرڻ   ,,
7/7/2021 19:08,پرائي گهر وڃي چارجر پنئڻ ,,
7/7/2021 19:07,عورتن کي مارڻ ,,
7/7/2021 18:52,اکر اٿئي يا ماڪوڙي جون ٽنگون چوڻ ,,
7/7/2021 18:52,سنڌ جي آزادي تائين مرڪڻ مھڻو آ چوڻ ,,
7/7/2021 18:51,بندرو آ، شرارتي تہ ھوندو چوڻ ,,
7/7/2021 18:50,اي مٺيس چوڻ ,,
7/7/2021 18:50,ھر تقرير جي آخر ،  اھو شعر چئي مان پنھنجي جاءِ وٺندس چوڻ ,,
7/7/2021 18:48,سيارو اچي ويو آھي، پٽ جي شادي ڪڏھن ٿا ڪرايو چوڻ ,,
7/7/2021 18:47,ھاھاھاھاھاھاھا ,,
7/7/2021 18:47,لوسي ماڻهون کي اهميت ڏيڻ بند کيو ,,
7/7/2021 18:47,ٻه ڏينهن کلي ڳالهايو ته ٽي ڏينهن اوڌارا پيسا گهرڻ  ,,
7/7/2021 18:47,تنھنجا وڏا ڀلا ھئا، تون ڪنھن تي ويو آھين، چوڻ ,,
7/7/2021 18:46,ھاھاھاھاھاھاھا ,,
7/7/2021 18:46,مستري کي استاد چوڻ ,,
7/7/2021 18:45,"ماني ڏيڻ مھل ""اچي ڦاٽ"" چوڻ ",,
7/7/2021 18:43,ھلا ٿئي لنڊو ,,
7/7/2021 18:42,ھاھا ڇو سائين  ,,
7/7/2021 18:41,ھاھاھاھاھاھاھا ,,
7/7/2021 18:41,چيئرمين چارڻ کي چارو چوڻ ,,
7/7/2021 18:41,ھاھا وڏو حوال آ اھو بہ ,,
7/7/2021 18:40,ڀيڻ ماء تي گاريون ڏيڻ ,,
7/7/2021 18:40,سمارٽ فون کي ٽچ موبائل چوڻ ,,
7/7/2021 18:39,ھتيت ,,
7/7/2021 18:39,گھر  ٿالھي تي نالو نہ ھجي  ٻاھر کانڀو خان سڏائڻ ,,
7/7/2021 18:38,ھاھاھاھاھاھاھا ,,
7/7/2021 18:38,ھاھاھاھاھاھاھا ھاھاھاھاھاھاھا ,,
7/7/2021 18:38,شاعري ٻڌايو يا ڪو گيت ، رات جو ساڍي ٻارھين وڳي فرمائش   ,,
7/7/2021 18:37,هنن کي دعوتن تي گهرائڻ ,,
7/7/2021 18:35,ھاھاھاھاھاھاھا ,,
7/7/2021 18:35,ھاھاھاھاھاھاھا ,,
7/7/2021 18:35,ويلا ٽار آفيسر چوڻ ,,
7/7/2021 18:34,جي جي پر ھاڻي جيلو کي ڪير سمجھائي  ,,
7/7/2021 18:34,ٽماٽا وٺي مفت  ساوا ڌاڻا  مرچ گھرڻ ,,
7/7/2021 18:33,ادا ٿيلھي تہ ڊبل ڪيو چوڻ ,,
7/7/2021 18:32,ھاھا  حالت ھوندي آ ,,
7/7/2021 18:32,معافي سائين  ,,
7/7/2021 18:31,اڄ ٻڌائي ڇڏيو  ,,
7/7/2021 18:31,اھو بڱيو ٽڪ ڪئين مليو پڇڻ   ,,
7/7/2021 18:30,ويلا ٽارڻ لاءِ ڪانڌپا، جمعاڻا، چاليھا  ٻارھيا ڳولڻ ,,
7/7/2021 18:29,مھرباني سائين ,,
7/7/2021 18:29,ھاھاھاھاھاھاھا ,,
7/7/2021 18:28,جي ايم شاھ سڀ ماڻھو مارائي ڇڏيا چوڻ ,,
7/7/2021 18:28,ھاھاھاھاھاھاھا ,,
7/7/2021 18:27,ھاھاھاھاھاھاھا مھرباني وڏا وڙ ,,
7/7/2021 18:26,ھاھاھاھاھاھاھا  ,,
7/7/2021 18:24,ديشين کي ڪامريٽ چوڻ ,,
7/7/2021 18:23,ھاھاھاھاھاھاھا ,,
7/7/2021 18:23,موٽر سائيڪل تي ويهي رڪشا جي اندر گهورڻ ,,
7/7/2021 18:23,صحافين کي اديب چوڻ ,,
7/7/2021 18:22,شاهنواز ڏاهاڻي کي ڌاني چوڻ ,,
7/7/2021 18:22,اڄي گلا ٻڌي، پوءِ اسان جو ڇا وڃي چوڻ ,,
7/7/2021 18:21,ويگو گاڏي  ڊفينس  بنگلو دوستن گفٽ ڪيو هو چوڻ ,,
7/7/2021 18:21,مترکہ سندھ چوڻ ,,
7/7/2021 18:20,ٻروچن تي گرامر جا قائدا لڳائڻ ,,
7/7/2021 18:18,ڳئون جي جاءتي گڏھ جو گوشت کارائڻ ,,
7/7/2021 18:18,ھاھاھاھاھاھاھا ,,
7/7/2021 18:18,ھاھاھاھاھاھاھا ھاھاھاھاھاھاھا  ,,
7/7/2021 18:18,ڇڙھن تي تنقيد ڪرڻ ,,
7/7/2021 18:16,صبح کان رات تائین ثنا خوانی ائین قصیدہ گوئی وارا ٹوئیٹ  پی آر اوز  جو  روزگار کسڻ ,,
7/7/2021 18:16,ھاھاھاھاھاھاھا  ,,
7/7/2021 18:16,ھتيت ,,
7/7/2021 18:15,ھوٽل جي بيري کي اوئي ڪري سڏ ڪرڻ ,,
7/7/2021 18:15,سو کالڈ اردو میڈیا کو قومی میڈیا کہنا ,,
7/7/2021 18:14,عالم چنا تہ وڏو ھيو نہ  ,,
7/7/2021 18:14,سنڌ   ھر شي ايشيا وڏي  وڏي چوڻ  ,,
7/7/2021 18:14,ٻيلي ھڪ ڪم ڪريو اھو ادي ادو چوڻ ,,
7/7/2021 18:12,الله صحت ڏيندو سر ,,
7/7/2021 18:12,يقين ڪندئو، مان پورا ٽي سال ڀنگ جو تيل پاڻيءَ سان ملائي پيئندو رھيم. ,,
7/7/2021 18:10,ھاھاھاھاھاھاھا ,,
7/7/2021 18:10,ھاھاھاھاھاھاھا ,,
7/7/2021 18:09,عاشق مجبور آهي ڀلي ڪيڏو به ڪنڌار هجي چوڻ ,,
7/7/2021 18:09,ھاھاھاھاھاھاھا  ,,
7/7/2021 18:09,بليو ٽڪ ملڻ تي مبارڪون ڏيڻ  ,,
7/7/2021 18:09,کراچی اور سندھ کہنا ,,
7/7/2021 18:09,ھاھاھاھاھاھاھا ,,
7/7/2021 18:09,ٽائون ڪميٽي مان ڀنگي جي پگهار کڻندڙ صحافي کي صحافي چوڻ ,,
7/7/2021 18:08,ڪراچي  سنڌ چوڻ ,,
7/7/2021 18:08,پئسي جو مستي آ چوڻ ,,
7/7/2021 18:07,بس  دري واري سيٽ تي ڪپڙو رکڻ ,,
7/7/2021 18:06,ڪارو ڪاري جھڙو سالن کان ٿیندڙ ظلم ,,
7/7/2021 18:02,جيستائين ٽرينڊ لسٽ  ٽرينڊ اچي اوستائين ٽوئيٽس ڪندا رهو ,,
7/7/2021 18:02,ڌارين جا ڪوڙا ڊوميسائل ٺاهڻ ,,
7/7/2021 18:01,ڪوڙي ,,
7/7/2021 18:00,سنڌ کپائڻ ,,
7/7/2021 18:00,اسان  ,,
7/7/2021 18:00,انڌي تقليد ,,
7/7/2021 18:00,ٽرينڊ جي بھاني گھر جون ڳالهيون لکڻ ,,
7/7/2021 18:00,ھاھاھاھاھاھاھا ,,
7/7/2021 17:59,ٽانڪي ڀرجي وئي، موٽر واريون رڙيون بند ڪيو. ,,
7/7/2021 17:58,ھاھاھاھاھاھاھا ,,
7/7/2021 17:58,ڀنگ کي خراب چوڻ ,,
7/7/2021 17:58,ھاھاھاھاھاھاھا ,,
7/7/2021 17:58,پوڙهو ٿي ڪري دل جوان آ چوڻ ,,
7/7/2021 17:57,ڪير اچي پيو ,,
7/7/2021 17:57,ھاھاھاھاھاھاھا ,,
7/7/2021 17:57,شادين  ٿھيلون ڀرڻ بند ,,
7/7/2021 17:56,”مان مان مان“ يا ”سڀ کان پھريون“ يا ”وڏي  وڏو“ چوڻ تہ  ,,
7/7/2021 17:55,مان صرف تنهنجي آھيان چوڻ ,,
7/7/2021 17:55,مذهبي انتھا پسندي ,,
7/7/2021 17:54,رڪشن  فل آواز  ممتاز مولائي جا گانا هلائڻ ,,
7/7/2021 17:54,سنڌ جي ڳالھ ڪئي ,,
7/7/2021 17:54,سياست جي ڪري رشتن جا رستا نه ,,
7/7/2021 17:53,ھاھاھاھاھاھاھا ,,
7/7/2021 17:53,يار بس پنج منٽن  آيس چــٔي ڪلاڪ کان پوء اچڻ وارو سلسلو ,,
7/7/2021 17:53,ھاھاھاھاھاھاھا ,,
7/7/2021 17:53,مشتاق سرڪي کي ليڊر چوڻ ,,
7/7/2021 17:53,ھاھاھاھاھاھاھا ,,
7/7/2021 17:53,انبن سان گڏ 8 مانيون کائي پو به بک جا بھانا ڪرڻ ,,
7/7/2021 17:53,رپلائي کي ڪمينٽ چوڻ ,,
7/7/2021 17:52,يار موٽرسائيڪل وڏي ڀاءُ جي آ، نہ تہ ضرور ڏيان ھا چوڻ ,,
7/7/2021 17:51,ھاھاھاھاھاھاھا ,,
7/7/2021 17:51,ٽرول جا شوقين ٻار ٽرول ڪرڻ جڏهن اچو پوء بلاڪ ڪرڻ  ,,
7/7/2021 17:51,ھاھاھا ٻوڙ ھارڻ  ,,
7/7/2021 17:50,روز ٽرينڊ ھلائڻ  ,,
7/7/2021 17:48,ھاھاھاھاھاھاھا  ,,
7/7/2021 17:48,ٻين جي زندگين کي پنھنجي روين  لفظن سان زھر ڪرڻ ,,
7/7/2021 17:48,ھاھاھا بيسٽ بيسٽ ٽوئيٽ ,,
7/7/2021 17:48,پٽاٽن سان ماني کائي ڏند کوٽڻ ,,
7/7/2021 17:47,ھاھاھاھاھاھاھا  ,,
7/7/2021 17:47,مھمانن کي فارمي ڪڪڙ کارائيڻ ,,
7/7/2021 17:47,ادي کي ڪن نہ جن، ادو عشق  انڌو چوڻ ,,
7/7/2021 17:46,ھاھاھاھاھاھاھا ,,
7/7/2021 17:46,رات جي ننڊ فٽائي اسپيس هلائڻ ,,
7/7/2021 17:46,صحافين واري ٽوئيٽ  ,,
7/7/2021 17:46,بنا تصديق جي خبر ھلائيڻ ,,
7/7/2021 17:45,ھاھاھاھاھاھاھا ,,
7/7/2021 17:45,مھمان کي گرم يا ٿڌو پيئندئو چوڻ ,,
7/7/2021 17:45,مظلوم عاشقن کي جلائڻ ,,
7/7/2021 17:45,جنهن به هي ٽرينڊ شروع ڪيو ان جي واه واه نه ڪرڻ وارن ڪنجوسن کي ڏيڻ ,,
7/7/2021 17:45,سنڌين سان وڏو ظلم آ چوڻ ,,
7/7/2021 17:44,ري ٽوئيٽ کي شيئر چوڻ ,,
7/7/2021 17:43,ھاھاھاھاھاھاھا ,,
7/7/2021 17:43,لڳي نہ ڳالھ دل سان؟ ,,
7/7/2021 17:43,وڏو ٿي پائلٽ ٿيندس چوڻ ,,
7/7/2021 17:42,ٽويٽس کي رڳو لائيڪ ڪرڻ واري دهشتگردي ,,
7/7/2021 17:42,ھاھاھاھاھاھاھا ,,
7/7/2021 17:42,ڪا ڇوڪري توھان سان عزت  نرميءَ سان ڳالھائي ته لڙڪي ھسي تو ڦسي سمجھڻ ,,
7/7/2021 17:42,ھڪ ٻئي کي عورتن تي ٺاھيل گاريون ڏيڻ ,,
7/7/2021 17:41,اسان کان ايزي لوڊ وٺي ٻين کي ڪال ڪرڻ ,,
7/7/2021 17:40,ھاھاھاھاھاھاھا  ,,
7/7/2021 17:40,ھاڻين پوڙھا ٿي ويا آھيو ,,
7/7/2021 17:39,پوءِ ايزي لوڊ وارو پيار ڪرڻ ,,
7/7/2021 17:38,ماسڪ کي نقاب طور استعمال ڪرڻ ,,
7/7/2021 17:38,دودي ڀيل جي قاتلن کي جيل  ,,
7/7/2021 17:38,بحريا جي آڙ  غريبن جا آجا ڊاھڻ بند ڪيو. ,,
7/7/2021 17:37,ٽرينڊن  پٽڪو مان پائڻ واري روايت ,,
7/7/2021 17:35,ھاھاھاھاھاھاھا ھاھاھاھاھاھاھا ,,
7/7/2021 17:34,واھ جو ھنيو ٿئي ,,
7/7/2021 17:33,ھاھاھاھاھاھاھا ,,
7/7/2021 17:33,مٿو کائڻ بند ,,
7/7/2021 17:33,صرف پاڻ کي سنڌ لاء سچو  ٻين کي ڪوڙو سمجھڻ ,,
7/7/2021 17:33,فالو ڪري فالو بيڪ گهرڻ ,,
7/7/2021 17:32,عورتن کي پنھنجي ملڪيت سمجھڻ ,,
7/7/2021 17:32,ھاھاھاھاھاھاھا  ,,
7/7/2021 17:32,واندا آھيو ته ٻين جو رت پيئڻ  ,,
7/7/2021 17:32,پيپلن کي واٺو  قومپرستن کي نفسياتي چوڻ ,,
7/7/2021 17:31,اوچتي اوچتي ٽرينڊ هلائي ٽئيٽر تي آفراتفري مچائي ڇڏڻ ,,
7/7/2021 17:31,ھاھاھاھاھاھاھا ,,
7/7/2021 17:30,ھاھاھاھاھاھاھا ,,
7/7/2021 17:30,پرائي مال تي ,,
7/7/2021 17:30,پنهنجا پاڻ  آهيون ٺهي وينداسون چوڻ ,,
7/7/2021 17:28,وڏي نٿا ڏيو تہ ننڍي جو رشتو ڏيو چوڻ ,,
7/7/2021 17:26,توکي ڪير ياد ئي ناھي ڪندو ,,
7/7/2021 17:24,ھاھاھاھاھاھاھا ,,
7/7/2021 17:24,ٽريڪٽر کي ٽيٽڪر چوڻ ,,
7/7/2021 17:24,تنھنجي ڀاڀي آ چوڻ  ,,
7/7/2021 17:23,ھاھاھاھاھاھاھا ,,
7/7/2021 17:23,ھاھاھاھاھاھاھا ,,
7/7/2021 17:23,نرس کو ڈاکٹر بولنا ,,
7/7/2021 17:22,ھاھاھاھاھاھاھا ,,
7/7/2021 17:22,ٽماٽر کي چماٽر چوڻ ,,
7/7/2021 17:22,انصافين کي يوٿيو چوڻ ,,
7/7/2021 17:16,سائيڪل کي سينڪل چوڻ ,,
7/7/2021 10:33,مڊل محب وطن بہ ٿي سگھي ٿو، پر ان کي ٿوري اسپيس تہ ھجي نہ ,,
7/7/2021 10:22,تون پرھين پارڪ  ويھڻ واري ڳول ,,
7/7/2021 10:18,پريشان نہ ٿيو ,,
7/7/2021 10:18,اسان جا نظريا ايڏا سخت آھن جو سنڌ  جڙندڙ مڊل ڪلاس اسان سان بيھي نٿو سگھي ان وٽ ٻہ رستا آھن يا ڪاروبار  ڪم ڪار ڇڏي… ,,
7/7/2021 10:05,ھاھا اوڪي  ,,
7/7/2021 10:05,بلڪل ائين ئي ,,
7/7/2021 10:04,سقراط ,,
7/7/2021 10:02,بلڪل ائين اسان جا ھٿ ڏڪندا ناھن غلط ڪم اسان جو ماڻھو اخلاقي حوالي سان پستي جو شڪار آھن. ,,
7/7/2021 9:51,ھاھاھاھاھاھاھا ھائو ,,
7/7/2021 9:47,انھن آفيسرن کي آرمي چيف، وزير اعظم يا وزير اعلي فون نہ ڪئي ھوندي تہ جشن ڪيو، بس مڙئي پاڻ وڻائڻ جو نمونو ,,
7/7/2021 9:44,ھائو ائين ڪجي  ,,
7/7/2021 9:44,بلڪل لوڻ جي کاڻ جيان آھيان ھي جيڪو ايندو لوڻ ٿي ويندو. ,,
7/7/2021 9:42,ھاھا يار نفسياتي بجاءِ نون ٽرم اچي ,,
7/7/2021 9:41,ٻن منزلن جي وچ  شارٽ ڪٽ وڏي مان وڏو مفاصلو سمجھيو ويندو آھي، توڙي جو اوھان شارٽ ڪٽ ذريعي منزل تي جلد پھچي ويندو، پ… ,,
7/7/2021 9:39,اختيارن جي ڪرپشن کان ويندي ذھني ڪرپشن تائين، اسان جي سماج جو حصو اسان انڌي منڊي قان… ,,
7/7/2021 9:37,جي ائين بہ آھي، انھن تي معيار ناھي، پر پڙھيل لکيل پنھنجي محتن سان پھتل بہ ان نظام جو حصو بڻجي وڃن ,,
7/7/2021 9:33,اسان جو پڙھيو لکيو طبقو بہ وڏين پوسٽن تي پھچي يا تہ پاڻ وڏيرو بڻجي ٿو يا وري چاپلوسي ڪري ,,
7/7/2021 9:31,پکين جو آواز ٻڌڻ لاء وڻ لڳايو  پڃرا خريد نه ,,
7/7/2021 8:28,ھي سائين جي ايم سيد سان گڏ ھوندي ھئي ,,
7/7/2021 7:42,غافل ، ڪاهل  لالچي قومن  فردن جو انجام تاريخ جي صحفن  عبرتناڪ ٿيندو آهي.  ,,
7/6/2021 20:16,ويرپن وارا تيور اٿس اڄ ,,
7/6/2021 19:44,مھرباني اسان سان بہ ڳالھائڻ لاءِ ,,
7/6/2021 19:36,مونکي ھڪ ايڪسٽرا منسٽري ,,
7/6/2021 19:27,ائين تہ اسان نہ ٻڌو آ ڪنھن کي چوندي ,,
7/6/2021 19:10,تون بہ چوٽي جي شاعرہ آھين ,,
7/6/2021 19:07,نائيس ,,
7/6/2021 14:25,ٻي ڪنھن جي دل  ھوندو  ,,
7/6/2021 11:14,چلو چلو سندہ اسیمبلی کراچی چلین ,,
7/6/2021 8:53,ھاھا  ,,
7/6/2021 8:52,ڊاڪٽر تون بہ   ,,
